complaint_no,title,complaint_at,bin,owner,disposition,comments,disp_date,disp_code,disp_result,year
1651271,Overview for Complaint #:1651271 = RESOLVED,432 PARK AVENUE,1088817,UNAVAILABLE OWNER,10/27/2023 - A8 - ECB VIOLATION SERVED,REQUIRED SIGNAGE/PLAQUE NOT PROVIDED AND POPS INFORMATION PLAQUE WORDING NO LOITERING - CONTRARY TO APPROVE PLANS UNDER APPLICATION M050112.,2023-10-27,A8,ECB VIOLATION SERVED,2023
1651277,Overview for Complaint #:1651277 = RESOLVED,425 5 AVENUE,1085975,UNAVAILABLE OWNER,10/27/2023 - A8 - ECB VIOLATION SERVED,VIOLATION OF DISCRETIONARY ZONING CONDITION REGARDING SIGNAGE/PLAQUE. REQUIRED SIGNAGE/PLAQUE NOT PROVIDED AT POPS AS PER NYC ZONING FOR PRIVATELY OWN PUBLIC SPACES. SUMMONS ISSUED FOR SAME VIOLATING CONDITION ON 9/15/2021.,2023-10-27,A8,ECB VIOLATION SERVED,2023
4940160,Overview for Complaint #:4940160 = RESOLVED,61-01 JUNCTION BOULEVARD,4615634,UNAVAILABLE OWNER,10/12/2023 - A8 - ECB VIOLATION SERVED,REQUIRED POPS SIGNAGE WITH INFORMATION OF POPS AS PER NYC ZONING RESOLUTION FOR PRIVATELY OWN PUBLIC SPACES NOT PROVIDED.,2023-10-12,A8,ECB VIOLATION SERVED,2023
1649980,Overview for Complaint #:1649980 = RESOLVED,875 3 AVENUE,1038517,875 THIRD AVENUE LLC,10/06/2023 - A8 - ECB VIOLATION SERVED,"OBSERVED NO TABLES OR CHAIRS ON GROUND LEVEL OF THIS PLAZA WHICH IS CONTRARY TO DRAWINGS AND DOCUMENTS. AS PER AGENCY APPROVE PLANS AND DOCUMENTS, TABLES AND CHAIRS ARE REQUIRED AMENITIES FOR THIS LEVEL.",2023-10-06,A8,ECB VIOLATION SERVED,2023
1648884,Overview for Complaint #:1648884 = RESOLVED,185 EAST 85 STREET,1047938,DRMBRE-85 FEE LLC,10/05/2023 - A8 - ECB VIOLATION SERVED,"APPROXIMATELY 7PM, OBSERVED GATE INTO PLAZA LOCK WITH CHAIN AND PADLOCK. AS PER AGENCY RECORDS, THIS PLAZA IS 24 HOUR ACCESS. AND LOCKING IT IS CONTRARY TO NYC ZONING RESOLUTION FOR PRIVATELY OWN PUBLIC SPACE AT THIS LOCATION.",2023-10-05,A8,ECB VIOLATION SERVED,2023
1648487,Overview for Complaint #:1648487 = RESOLVED,123 WASHINGTON STREET,1088442,123 WASHINGTON LLC,10/05/2023 - A8 - ECB VIOLATION SERVED,"OBSERVED OPEN AIR CAFE OPERATING IN PLAZA UNDER TWO WOODEN GAZEBO LIKE STRUCTURES WITH CHAIRS AND TABLE IN THEM. AS PER AGENCY RECORDS, THIS OPEN AIR CAFE WAS NOT APPROVE BY DCP AND IS NONE COMPLAINT AS PER NYC ZONING FOR POPS.",2023-10-05,A8,ECB VIOLATION SERVED,2023
1648439,Overview for Complaint #:1648439 = RESOLVED,301 EAST 79 STREET,1049261,CONTINENTAL TOWERS CONDO,09/21/2023 - A8 - ECB VIOLATION SERVED,"OBSERVED 8 FIXED CHAIRS AT TABLES AND 8 FIXED BENCHES CONTAINING 16 SEATS WITH BACKS AND NO TABLES WITH CHECKBOARD TOP. AS PER AGENCY RECORDS, THIS PLAZA MUST HAVE 10 BENCHES WITH 20 SEATS, 16 FIXED CHAIRS AT TABLES AND 4 TABLES WITH CHECKBOARDS TOP. THIS IS NONE COMPLIANT TO NYC ZONING RESOLUTION PRIVATELY OWN PUBLIC SPACE.",2023-09-21,A8,ECB VIOLATION SERVED,2023
4937516,Overview for Complaint #:4937516 = RESOLVED,61-01 JUNCTION BOULEVARD,4615634,UNAVAILABLE OWNER,09/20/2023 - A8 - ECB VIOLATION SERVED,OBSERVED MANY SHOPPING CARTS SCATTER ACROSS THE ENTRANCE AREA OF PLAZA. MAKING IT DIFFICULT FOR INDIVIDUALS USING A WHEELCHAIR OR WALKER TO USE THE ADA RAMP. ALSO SHOPPING CARTS WAS BLOCKING THE BICYCLE RACKS. THIS IS NONE COMPLIANT TO NYC ZONING RESOLUTION FOR PRIVATELY OWN PUBLIC SPACES.,2023-09-20,A8,ECB VIOLATION SERVED,2023
1646921,Overview for Complaint #:1646921 = RESOLVED,525 EIGHTH AVENUE,1085726,RONBET EIGHTH AVENUE LLC,08/31/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, THE WATER FOUNTAIN LISTED IN THE DCP REPORT FOR REQUIRED AMENITIES WAS NOT WORKING. THE BUILDING ENGINEER STATED IT HASN'T BEEN FUNCTIONAL FOR AN EXTENDED PERIOD OF TIME, AND THEY WILL TRY AND GET IT FIXED. POPS SITE NOT IN FULL COMPLIANCE.",2023-08-31,A8,ECB VIOLATION SERVED,2023
1645368,Overview for Complaint #:1645368 = RESOLVED,805 3 AVENUE,1038243,805 THIRD NEW YORK LLC,08/22/2023 - A8 - ECB VIOLATION SERVED,AT TIME OF INSPECTION AT 645-7 PM ON 8/21/23 THE POPS SITE IS CLOSED AND UNAVAILABLE TO THE PUBLIC AS REQUIRED BY DCP REPORT.,2023-08-22,A8,ECB VIOLATION SERVED,2023
1645019,Overview for Complaint #:1645019 = RESOLVED,118 WEST 57 STREET,1023455,PARKER57 LLC,08/15/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, POPS SIGN AT 56 STREET POPS ENTRANCE IS NOT INSTALLED AS PER DCP REQUIREMENTS.",2023-08-15,A8,ECB VIOLATION SERVED,2023
1645022,Overview for Complaint #:1645022 = RESOLVED,129 WEST 52 STREET,1023160,UNAVAILABLE OWNER,08/14/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION ON 8/10/2023, POPS SITE IS A THROUGH BLOCK GALLERIA AS PER DCP RECORDS WITH ACCESS FROM 52ND AND 53 STREETS AND INSUFFICIENT SIGNAGE ON W53 ST.",2023-08-14,A8,ECB VIOLATION SERVED,2023
1644756,Overview for Complaint #:1644756 = RESOLVED,383 MADISON AVENUE,1035404,METROPOLITAN TRANSPORTATION AU,08/04/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION ON 8/2/23, ACCESS TO POPS AREAS WAS OPEN, BUT ACCESS WAS DENIED TO  PROTESTERS WHO WERE OUTSIDE THE EAST 46 STREET ENTRANCE. NYPD AND BUILDING SECURITY WERE AT THE ENTRANCE  AND STATED,  THE PROTESTERS PREVIOUSLY ENTERED THE POPS SITE AND HARASSED PEOPLE THERE. THEY STATED ACCESS WOULDN'T BE PERMITTED TO THE PROTESTERS.",2023-08-04,A8,ECB VIOLATION SERVED,2023
1644617,Overview for Complaint #:1644617 = RESOLVED,220 EAST 55 STREET,1038570,909 THIRD HOLDING LLC,08/04/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION ON 8/3/23, THE POPS SITE IS CLOSED AND LOCKED. IT SHOULD BE OPEN 24/7 AS PER DCP RECORDS. THERE IS DEBRIS BEING STORED THERE.",2023-08-04,A8,ECB VIOLATION SERVED,2023
1644394,Overview for Complaint #:1644394 = RESOLVED,45 EAST 89 STREET,1046972,THE 45 E 89 ST CONDO,08/02/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, ON 8/1/23 THERE IS NO POPS SIGNAGE AT THE SITE, WHICH IS REQUIRED BY DCP POPS ZONING LAW. I WALKED THE SITE WITH THE BUILDING MANAGER, WHO WAS NOT ABLE TO LOCATE SUCH SIGNAGE. HE SAID THAT HE WOULD CONTACT DCP FOR SIGNAGE SPECIFICATIONS. IN VIOLATION.",2023-08-02,A8,ECB VIOLATION SERVED,2023
3918419,Overview for Complaint #:3918419 = RESOLVED,1809 EMMONS AVENUE,3247051,UNAVAILABLE OWNER,07/28/2023 - A8 - ECB VIOLATION SERVED,"OBSERVED PLAZA BEING TAKEN OVER AND OCCUPIED WITH TABLES AND CHAIRS BY TWO EATING ESTABLISHMENTS , SOUP N BURGER AND MASAL CAFE. PEOPLE FROM THE GENERAL PUBLIC ARE BEING DENIED FREE ACCESS TO SIT IN PLAZA THESE TWO ESTABLISHMENTS. THIS IS CONTRARY TO NYC ZONING RESOLUTION FOR POPS BY DCP.",2023-07-28,A8,ECB VIOLATION SERVED,2023
1644210,Overview for Complaint #:1644210 = RESOLVED,445 5 AVENUE,1017603,FIFTH AVE CONDO - B.H.S. MGMNT,07/28/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION ON 7/27/2023, MULTIPLE SECTIONS OF GRANITE/STONE WAS MISSING EXPOSING HOLES AND SHARP EDGES ALONG THE COLONNADE IN THE POPS. IN ADDITION THERE WERE BROKEN STONE FLOOR GRATES, CAVING INTO THE PVC WATER LINE PITS, AND CRACKED PIPES UNDER THEM POSSIBLY AS A RESULT OF THE DEFECTIVE AND BROKEN FLOOR GRATES. FAILURE TO MAINTAIN POPS.",2023-07-28,A8,ECB VIOLATION SERVED,2023
1643765,Overview for Complaint #:1643765 = RESOLVED,1325 AVENUE OF THE AMERICAS,1076175,"1325 AVENUE OF THE AMERICAS,LP",07/25/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, RESTAURANT OCCUPIES A PORTION OF THE POPS, WITH TABLES AND CHAIRS, WELCOME DESK, PIANO. THIS DOESN'T CONFORM WITH DCP RECORDS AND PLANS.",2023-07-25,A8,ECB VIOLATION SERVED,2023
1643764,Overview for Complaint #:1643764 = RESOLVED,146 WEST 57 STREET,1085969,METROPOLITAN TOWER CONDOMINIUM,07/24/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, NO SIGNAGE ON W57 STREET ENTRANCE, SIGNAGE DEFACED ON W56STREET.",2023-07-24,A8,ECB VIOLATION SERVED,2023
1643369,Overview for Complaint #:1643369 = RESOLVED,560 3 AVENUE,1019099,MURRAY HILL MEWS OWNERS CORP,07/18/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION ON 7/17/2023, OBSERVED DEFICIENT POPS SIGNAGE. POPS SIGNAGE IS  REQUIRED BY DCP ZONING RESOLUTION 37-751. AND MUST BE APPROVED BY DCP AS PER LOCAL LAW.",2023-07-18,A8,ECB VIOLATION SERVED,2023
1643371,Overview for Complaint #:1643371 = RESOLVED,560 3 AVENUE,1019099,MURRAY HILL MEWS OWNERS CORP,07/18/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION ON 7/17/2023, EL RIO GRANDE RESTAURANT WAS OCCUPYING THE POPS SITE BOTH ON E38TH STREET AND E37 STREET, WITH TABLES, AND CHAIRS AND WAS BLOCKING IN SOME PARTS ACCESS TO THE STEEL BUILT IN BENCHES OF THE POPS CONTRARY TO WHAT IS PERMITTED AS PER DCP.",2023-07-18,A8,ECB VIOLATION SERVED,2023
1643095,Overview for Complaint #:1643095 = RESOLVED,585 8 AVENUE,1090194,IMDN HOLDING LLC,07/18/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION ON 7/13/2023, POPS SIGNAGE OBSERVED ARE NON-COMPLIANT. POPS WITH PREVIOUSLY APPROVED SIGNAGE MUST SUBMIT BY FEBRUARY 5, 2022 APPROVAL FOR UPDATED REQUIREMENTS AS PER LOCAL LAW TO DCP. REFER TO DCP CODE ZR- 37-751, 197-C.",2023-07-18,A8,ECB VIOLATION SERVED,2023
1642111,Overview for Complaint #:1642111 = RESOLVED,1345 AVENUE OF THE AMERICAS,1083719,1345 LEASEHOLD LLC,07/05/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, THE WATER FOUNTAIN ASSOCIATED WITH THE POPS AMENITIES , IS NOT ON, NOT OPERATING AS IS REQUIRED. MANAGEMENT HAS BEEN MADE AWARE.",2023-07-05,A8,ECB VIOLATION SERVED,2023
1637919,Overview for Complaint #:1637919 = RESOLVED,825 8 AVENUE,1076203,"WWP OFFICE, LLC",05/31/2023 - A8 - ECB VIOLATION SERVED,"ON 5/30/23 AT TIME OF INSPECTION AT POPS LOCATION, ACCESS WAS GAINED TO (2) SINGLE SEPARATE RESTROOMS. EACH RESTROOM DOOR DID NOT HAVE GENDER NEUTRAL SIGNAGE  AS REQUIRED BY LOCAL LAW NO.79.          REFERENCE: 28-315.9  SECTION 403.4 SIGNAGE FOR SINGLE OCCUPANT TOILET ROOM.",2023-05-31,A8,ECB VIOLATION SERVED,2023
1636270,Overview for Complaint #:1636270 = RESOLVED,185 EAST 85 STREET,1047938,DRMBRE-85 FEE LLC,05/09/2023 - A8 - ECB VIOLATION SERVED,"AS PER DCP NYC ZONING RESOLUTION, APPROVED POPS SIGNAGE IS REQUIRED TO BE POSTED. APPROVED POPS SIGNS WERE NOT OBSERVED AT THE SITE AT TIME OF INSPECTION. INSPECTION WAS PERFORMED ON 5/4/2023.",2023-05-09,A8,ECB VIOLATION SERVED,2023
1633608,Overview for Complaint #:1633608 = RESOLVED,55 WATER STREET,1083346,NEW WATER STREET CORP.,04/10/2023 - A8 - ECB VIOLATION SERVED,"ESCALATORS TO ELEVATED POPS PLAZA ARE COVERED, AND UNAVAILABLE TO PUBLIC. AS PER DCP RECORDS, THE ESCALATORS TO THE POPS ARE REQUIRED TO BE OPERATIONAL 8AM-8PM (OR DUSK WHICHEVER IS LATER) FROM 10/1-4/30 AND 7AM-10PM MAY 1-SEPTEMBER 30. DCP DRAWINGS PAGE Z-1.0 REFLECT ESCALATORS LEADING TO ELEVATED POPS. AT TIME OF INSPECTION IN VIOLATION.",2023-04-10,A8,ECB VIOLATION SERVED,2023
1632641,Overview for Complaint #:1632641 = RESOLVED,40 EAST 94 STREET,1047171,UNAVAILABLE OWNER,03/29/2023 - A8 - ECB VIOLATION SERVED,"OBSERVED PLAZA OPEN, BUT THE SECTION TO THE GARDEN AREA I LOCK WITH GATE AND PADLOCK. AS PER NYC ZONING RESOLUTION, ENTIRE PLAZA (PRIVATELY OWN PUBLIC SPACE) MUST BE OPEN TO PUBLIC.",2023-03-29,A8,ECB VIOLATION SERVED,2023
1632379,Overview for Complaint #:1632379 = RESOLVED,235 WEST 48 STREET,1076194,CS RITZ RESIDENCES LLC,03/28/2023 - A8 - ECB VIOLATION SERVED,"POPS SPACE IS PADLOCKED AT ENTRY GATE TO FIREFIGHTERS MEMORIAL SECTION THAT IS SET BACK,   AND CONSISTS OF APPROXIMATELY 6,690.42 SQ.FT. AS PER POPS  DCP RECORDS/DRAWINGS L-2. APPROXIMATELY 200 SQ FT OF POPS SECTION AT EXP#1 IS OPEN 24HRS. BOTH SECTIONS ARE TO BE AVAILABLE TO THE PUBLIC 7AM-7PM, OCT 1-APRIL 30 AS PER ZONING REGULATIONS/DCP RECORDS.",2023-03-28,A8,ECB VIOLATION SERVED,2023
1630788,Overview for Complaint #:1630788 = RESOLVED,425 5 AVENUE,1085975,UNAVAILABLE OWNER,03/09/2023 - A8 - ECB VIOLATION SERVED,VIOLATION OF DISCRETIONARY ZONING CONDITIONS AT POPS. REQUIRED SIGNAGE/PLAQUE NOT PROVIDE AT SITE.  SUMMONS # 35582174K FOR SAME VIOLATING CONDITION ISSUED ON 09/15/2021.,2023-03-09,A8,ECB VIOLATION SERVED,2023
1630229,Overview for Complaint #:1630229 = RESOLVED,119 WEST 56 STREET,1023455,PARKER57 LLC,03/03/2023 - A8 - ECB VIOLATION SERVED,"POPS THROUGH BLOCK ARCADE BETWEEN W57 & W56 STREETS CONTAINS FURNITURE/BAR AT W57 ST SIDE CONTRARY TO DRAWING A-1, A-2, POPS ZONING REGULATIONS. AREA IS APPROXIMATELY 20 'WIDE.",2023-03-03,A8,ECB VIOLATION SERVED,2023
1628635,Overview for Complaint #:1628635 = RESOLVED,200 WEST 79 STREET,1030909,200 WEST 79TH ST CONDO,02/14/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, NO SEATS, TABLES, TREES, SIGNS OR PLAQUE WAS AVAILABLE THROUGHOUT PLAZA. THIS IS NON COMPLIANT TO NYC ZONING RESOLUTION FOR PRIVATELY OWN PUBLIC SPACES.",2023-02-14,A8,ECB VIOLATION SERVED,2023
1628640,Overview for Complaint #:1628640 = RESOLVED,200 WEST 60 STREET,1077845,200 WEST 60TH ST ASSOCIATES LL,02/10/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, OBSERVED PLAZA ( POPS ) CLOSED WITH CHAINS AND PADLOCKS WITH SIGNS STATING "" MEN AT WORK '. NO MEN WAS OBSERVED WORKING AND NO MATERIALS OR CONSTRUCTION EQUIPMENT OBSERVED. ALSO, NO PERMITS IN DOB RECORDS FOR WORK IN OR AROUND PLAZA AREA WHICH WOULD INCLUDE FACADE WORK. THIS IS A VIOLATION OF NYC ZONING RESOLUTION FOR POPS.",2023-02-10,A8,ECB VIOLATION SERVED,2023
1627974,Overview for Complaint #:1627974 = RESOLVED,201 EAST 17 STREET,1019551,PARK TOWERS TENANTS CORP,02/02/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, OBSERVED PLAZA ENTRANCE AT EAST 18TH STREET AND THIRD AVENUE LOCK WITH PADLOCK. ALSO OBSERVED NO PLAQUE OR SIGNAGE WITH POPS  INFORMATION PROVIDED ANYWHERE IN PLAZA. THESE CONDITION ARE NONE COMPLIANT TO NYC ZONING RESOLUTION FOR PRIVATELY OWN PUBLIC SPACES.",2023-02-02,A8,ECB VIOLATION SERVED,2023
1627160,Overview for Complaint #:1627160 = RESOLVED,888 7 AVENUE,1024895,"888 SEVENTH AVENUE, LLC",01/26/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, OBSERVED NO SIGNAGE AT PLAZA WITH INFORMATION AS PER LOCAL LAW 116 OF 2017 SECTION 1043(A) OF NYC CHARTER. AS PER 11-4 ( SIGNAGE REQUIREMENTS ). NONE COMPLIANT TO NYC ZONING FOR PRIVATELY OWN PUBLIC SPACES.",2023-01-26,A8,ECB VIOLATION SERVED,2023
1626530,Overview for Complaint #:1626530 = RESOLVED,501 WEST 52 STREET,1081740,CLINTON HOUSING DEVELOPMENT CO,01/17/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, OBSERVED NO SIGNAGE AT PLAZA WITH INFORMATION AS PER LOCAL LAW 116 OF 2017 SECTION 1043(A) OF NYC CHARTER. AS PER 11-4 ( SIGNAGE REQUIREMENTS ). NONE COMPLIANT TO NYC ZONING FOR PRIVATELY OWN PUBLIC SPACES.",2023-01-17,A8,ECB VIOLATION SERVED,2023
4912408,Overview for Complaint #:4912408 = RESOLVED,61-01 JUNCTION BOULEVARD,4615634,UNAVAILABLE OWNER,01/12/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, OBSERVED NO SIGNAGE AT PLAZA WITH INFORMATION AS PER LOCAL LAW 116 OF 2017 SECTION 1043(A) OF NYC CHARTER. AS PER 11-4 ( SIGNAGE REQUIREMENTS ). NONE COMPLIANT TO NYC ZONING  FOR PRIVATELY OWN PUBLIC SPACES.",2023-01-12,A8,ECB VIOLATION SERVED,2023
4912409,Overview for Complaint #:4912409 = RESOLVED,138-35 39 AVENUE,4607310,UNAVAILABLE OWNER,01/12/2023 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, OBSERVED NO SIGNAGE AT PLAZA WITH INFORMATION AS PER LOCAL LAW 116 OF 2017 SECTION 1043(A) OF NYC CHARTER. AS PER 11-4 ( SIGNAGE REQUIREMENTS ). NONE COMPLIANT TO NYC ZONING  FOR PRIVATELY OWN PUBLIC SPACES.",2023-01-12,A8,ECB VIOLATION SERVED,2023
1617665,Overview for Complaint #:1617665 = RESOLVED,17 STATE STREET,1000020,17 STATE OWNER LLC,11/04/2022 - A8 - ECB VIOLATION SERVED,"LOWER LEVEL EXHIBIT, PRIVATELY OWNED PUBLIC SPACE IS CLOSED AND UNAVAILABLE TO THE PUBLIC AS REQUIRED AND LISTED AS ONE OF THE AMENITIES. SPACE IS NOT MAINTAINED AS PER NYC ZONING RESOLUTION, CHAPTER (7). SUMMONS ISSUED.",2022-11-04,A8,ECB VIOLATION SERVED,2022
1619862,Overview for Complaint #:1619862 = RESOLVED,180 MAIDEN LANE,1000874,"DOWNTOWN NYC OWNER, LLC",11/03/2022 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION, OBSERVED (2) RESTROOMS WHICH WERE LOCKED AND UNAVAILABLE TO THE PUBLIC. THE SECURITY HEAD STATED THAT THEY ARE CLOSED FOR REPAIR. IN ADDITION, THERE WAS A CHARGING STATION FOR ELECTRICAL DEVICES WHICH WAS OPERABLE AND AVAILABLE TO THE PUBLIC. SUMMONS ISSUED.",2022-11-03,A8,ECB VIOLATION SERVED,2022
1611383,Overview for Complaint #:1611383 = RESOLVED,1301 AVENUE OF THE AMERICAS,1023161,1301 PROPERTIES OWNER LP,07/27/2022 - A8 - ECB VIOLATION SERVED,"AT TIME OF INSPECTION PLANTER ARRANGED WITH  TABLE AND CHAIRS TO CREATE ADDITIONAL SEATING CONTRARY TO ZR 37-625 WHICH STATES DESIGN CHANGES MUST BE APPROVED BY DPC, NO SUCH CHANGES ON FILE.",2022-07-27,A8,ECB VIOLATION SERVED,2022
1613423,Overview for Complaint #:1613423 = RESOLVED,825 8 AVENUE,1076203,X X,07/12/2022 - A8 - ECB VIOLATION SERVED,"OBSERVED BARRICADED AREA FOR ( BARKING DOG RESTAURANT),  WITH NUMEROUS TABLES AND CHAIRS IN AREA OF POPS CONTRARY TO ZR-37-624 OPEN AIR CAFES. NO ACTIVE CERTIFICATION ON FILE WITH CPC. ALSO, FOUNTAIN AMENITY IS INOPERABLE",2022-07-12,A8,ECB VIOLATION SERVED,2022
1610873,Overview for Complaint #:1610873 = RESOLVED,135 WEST 52 STREET,1023160,UNAVAILABLE OWNER,07/08/2022 - A8 - ECB VIOLATION SERVED,AT TIME OF INSPECTION THE DRINKING FOUNTAIN IS NOT WORKING.  PER REQUIRED BY ZR-37-7 OWNER RESPONSIBILITY TO MAINTAIN PLAZA.,2022-07-08,A8,ECB VIOLATION SERVED,2022
